location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Artvin","ArtvİN",6,41.2,41.6,1.0904,1.210865,4.4726,41.2,41.2,0,4.561477
"Artvin","ArtvİN",7,42.25,41.25,15.327,17.0203,7.0696,42.25,42.25,0,7.187736
"Artvin","ArtvİN",7.5,41.05,41.9,5.805,6.446325,6.0298,41.05,41.05,.01,6.137276
"Artvin","ArtvİN",7,41.25,41.85,3.6871,4.094444,5.578,41.25,41.25,0,5.680353
"Artvin","ArtvİN",7.5,43.6,41.35,5.4565,6.059324,5.9669,43.6,43.6,.01,6.073667
"Artvin","ArtvİN",7,40.6,40.45,2.7831,3.090571,5.3088,40.6,40.6,.01,5.408113
"Artvin","ArtvİN",7,41.75,40.1,3.3686,3.740757,5.4906,41.75,41.75,0,5.592001
"Artvin","ArtvİN",6,42.45,41.9,1.0567,1.173442,4.4462,42.45,42.45,0,4.534718
"Artvin","ArtvİN",7.5,41.3,41.15,9.5678,10.62483,6.5525,41.3,41.3,.01,6.665473
"Artvin","ArtvİN",6.5,41.65,41.8,2.4484,2.718895,5.189,41.65,41.65,0,5.286869
"Artvin","ArtvİN",6.5,42.8,40.95,3.1538,3.502226,5.4274,42.8,42.8,.01,5.528108
"Artvin","ArtvİN",6,40.6,40.4,.62395,.6928828,4.0184,40.6,40.6,.01,4.101176
"Artvin","ArtvİN",7.5,41.1,41.75,6.4175,7.126493,6.1327,41.1,41.1,.01,6.241193
"Artvin","ArtvİN",8,43.4,40.3,8.3119,9.230183,6.4027,43.4,43.4,0,6.51406
"Artvin","ArtvİN",6,41.65,41.85,1.1135,1.236517,4.4903,41.65,41.65,0,4.579405
"Artvin","ArtvİN",7,43.7,40.7,2.7678,3.073581,5.3036,43.7,43.7,0,5.402861
"Artvin","ArtvİN",7.5,43.7,40.7,5.0241,5.579153,5.8836,43.7,43.7,0,5.989473
"Artvin","ArtvİN",7.5,43.25,40.7,6.2541,6.945041,6.1061,43.25,43.25,0,6.214372
"Artvin","ArtvİN",6.5,43.4,40.25,1.3561,1.505919,4.6589,43.4,43.4,0,4.750231
"Artvin","ArtvİN",6,42.45,41.85,1.1277,1.252286,4.501,42.45,42.45,0,4.590264
"Artvin","ArtvİN",7,42.15,41.8,4.979,5.52907,5.8746,42.15,42.15,0,5.980321
"Artvin","ArtvİN",6,42.4,41.35,2.8591,3.174968,5.3342,42.4,42.4,0,5.433827
"Artvin","ArtvİN",7,42.4,41.35,9.2601,10.28314,6.5175,42.4,42.4,0,6.630113
"Artvin","ArtvİN",6,41.65,41.95,.98323,1.091855,4.3859,41.65,41.65,0,4.473685
"Artvin","ArtvİN",7,41.65,41.95,3.9342,4.368843,5.6412,41.65,41.65,0,5.744323
"Artvin","ArtvİN",6,41.65,42,.9277,1.03019,4.3377,41.65,41.65,0,4.424849
"Artvin","ArtvİN",7,41.65,42,3.755,4.169846,5.5957,41.65,41.65,0,5.698304
"Artvin","ArtvİN",7.5,43.55,41,5.6479,6.271869,6.0019,43.55,43.55,.01,6.109038
"Artvin","ArtvİN",7,42.15,41.1,31.554,35.04003,7.9074,42.15,42.15,0,8.033554
"Artvin","ArtvİN",7.5,41.3,41.4,8.8339,9.809853,6.4673,41.3,41.3,.01,6.579342
"Artvin","ArtvİN",7,41.5,41.75,4.5223,5.021915,5.7785,41.5,41.5,0,5.88321
"Artvin","ArtvİN",6.5,41.5,41.75,2.4103,2.676585,5.1745,41.5,41.5,0,5.272147
"Artvin","ArtvİN",6.5,40.45,40.85,1.4514,1.611748,4.718,40.45,40.45,0,4.810043
"Artvin","ArtvİN",7.5,40.5,40.55,4.9936,5.545283,5.8775,40.5,40.5,0,5.983292
"Artvin","ArtvİN",7,41.3,40.2,3.2572,3.617049,5.4583,41.3,41.3,.01,5.559333
"Artvin","ArtvİN",7,40.5,40.5,2.7061,3.005065,5.2824,40.5,40.5,0,5.381416
"Artvin","ArtvİN",6,41.5,41.75,1.1698,1.299037,4.5321,41.5,41.5,0,4.621768
"Artvin","ArtvİN",7,42.5,41.9,4.107,4.560733,5.6834,42.5,42.5,0,5.786958
"Artvin","ArtvİN",6,42.6,40.15,.8072,.8963779,4.2238,42.6,42.6,.01,4.309415
"Artvin","ArtvİN",6,43.1,40.7,.97762,1.085626,4.3812,43.1,43.1,.01,4.468862
"Artvin","ArtvİN",6,43.4,41.4,.81839,.9088042,4.235,43.4,43.4,0,4.320746
"Artvin","ArtvİN",7.5,41.85,40.2,6.532,7.253643,6.1509,41.85,41.85,.01,6.259624
"Artvin","ArtvİN",6.5,40.6,40.9,1.6102,1.788092,4.8092,40.6,40.6,.01,4.902425
"Artvin","ArtvİN",8,43.5,41.55,9.005,9.999855,6.4877,43.5,43.5,0,6.599984
"Artvin","ArtvİN",7,42.6,40,3.0008,3.332323,5.3801,42.6,42.6,.01,5.480188
"Artvin","ArtvİN",8,41.8,40.85,20.657,22.93915,7.4092,41.8,41.8,.01,7.530636
"Artvin","ArtvİN",6.5,43.75,41.35,1.4086,1.564219,4.6919,43.75,43.75,0,4.783622
"Artvin","ArtvİN",6,42.15,39.95,.71453,.7934699,4.1257,42.15,42.15,0,4.209925
"Artvin","ArtvİN",7,41.6,41.7,5.0162,5.57038,5.8821,41.6,41.6,.01,5.987875
"Artvin","ArtvİN",6.5,42.15,40.5,2.9228,3.245705,5.3551,42.15,42.15,0,5.454916
"Artvin","ArtvİN",6.5,43.45,41.15,1.7432,1.935785,4.8797,43.45,43.45,0,4.973806
"Artvin","ArtvİN",6,42.25,41.2,6.3686,7.072191,6.1248,42.25,42.25,0,6.233232
"Artvin","ArtvİN",7.5,41.35,40.8,8.9405,9.928229,6.48,41.35,41.35,.01,6.592245
"Artvin","ArtvİN",6,42.35,39.9,.67112,.7452641,4.0759,42.35,42.35,.01,4.159401
"Artvin","ArtvİN",7.5,43.35,40.5,5.5378,6.149605,5.9819,43.35,43.35,.01,6.088825
"Artvin","ArtvİN",7.5,42.35,42,6.7245,7.46741,6.1809,42.35,42.35,.01,6.289966
"Artvin","ArtvİN",6,41.2,40,.63669,.7070304,4.0343,41.2,41.2,0,4.117269
"Artvin","ArtvİN",6.5,43.15,41.8,1.7181,1.907912,4.8668,43.15,43.15,0,4.960712
"Artvin","ArtvİN",6.5,41.3,41.8,2.0523,2.279034,5.0268,41.3,41.3,.01,5.122717
"Artvin","ArtvİN",7,43.1,40.75,4.0095,4.452462,5.6598,43.1,43.1,.01,5.763103
"Artvin","ArtvİN",7.5,41.5,41.7,8.0708,8.962446,6.3716,41.5,41.5,0,6.482652
"Artvin","ArtvİN",7.5,41,40.35,5.6823,6.31007,6.0081,41,41,0,6.115281
"Artvin","ArtvİN",8,42.4,39.9,8.5594,9.505026,6.4337,42.4,42.4,0,6.54546
"Artvin","ArtvİN",8,41.3,41.8,10.791,11.98317,6.6823,41.3,41.3,.01,6.796587
"Artvin","ArtvİN",6,42.5,41.4,2.2087,2.452713,5.0939,42.5,42.5,0,5.190633
"Artvin","ArtvİN",6.5,43.1,40.05,1.363,1.513582,4.6633,43.1,43.1,.01,4.754684
"Artvin","ArtvİN",7,42.85,39.95,2.749,3.052704,5.2972,42.85,42.85,.01,5.396372
"Artvin","ArtvİN",6,42.5,41.25,2.7539,3.058146,5.2989,42.5,42.5,0,5.398067
"Artvin","ArtvİN",6,42.85,41.55,1.2231,1.358226,4.5701,42.85,42.85,.01,4.660257
"Artvin","ArtvİN",7,42,41.95,4.1688,4.629361,5.6981,42,42,0,5.801817
"Artvin","ArtvİN",7,40.9,40.95,3.8873,4.316761,5.6295,40.9,40.9,0,5.732463
"Artvin","ArtvİN",6,41.15,41.45,1.1619,1.290265,4.5263,41.15,41.15,0,4.615933
"Artvin","ArtvİN",6.5,43.3,40.9,1.9008,2.110797,4.9573,43.3,43.3,.01,5.052412
"Artvin","ArtvİN",6.5,40.8,40.95,1.8762,2.083479,4.9456,40.8,40.8,.01,5.040531
"Artvin","ArtvİN",6.5,42.2,41.55,4.1692,4.629805,5.6982,42.2,42.2,0,5.801913
"Artvin","ArtvİN",6.5,40.8,40.4,1.5118,1.678821,4.7537,40.8,40.8,.01,4.846184
"Artvin","ArtvİN",6,41.3,40.1,.71327,.7920707,4.1243,41.3,41.3,.01,4.208497
"Artvin","ArtvİN",7.5,42.5,40.85,12.127,13.46677,6.8097,42.5,42.5,0,6.925252
"Artvin","ArtvİN",7,41.1,41.8,3.5485,3.940532,5.5408,41.1,41.1,.01,5.642777
"Artvin","ArtvİN",8,43.05,40.05,8.2962,9.212749,6.4007,43.05,43.05,.01,6.51204
