location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Aydin","Aydin",7,29.55,38.2,3.2072,3.561525,5.4435,29.55,29.55,.01,5.544346
"Aydin","Aydin",7,28.45,36.4,2.819,3.130438,5.3209,28.45,28.45,0,5.420337
"Aydin","Aydin",7.5,28.15,38.65,6.2838,6.978023,6.111,28.15,28.15,.01,6.219294
"Aydin","Aydin",6.5,28.15,38.15,3.7187,4.129535,5.5862,28.15,28.15,.01,5.688744
"Aydin","Aydin",6.5,28.15,36.6,1.6794,1.864937,4.8465,28.15,28.15,.01,4.940188
"Aydin","Aydin",6,28.65,38.05,2.0384,2.263598,5.0206,28.65,28.65,.01,5.116462
"Aydin","Aydin",6.5,29.1,38.35,1.985,2.204299,4.9965,29.1,29.1,0,5.092073
"Aydin","Aydin",6.5,28.1,37.9,6.4868,7.20345,6.1437,28.1,28.1,0,6.252383
"Aydin","Aydin",6.5,28.2,37.35,5.437,6.037669,5.9633,28.2,28.2,0,6.070001
"Aydin","Aydin",8,27.35,36.65,8.4183,9.348337,6.4161,27.35,27.35,0,6.527661
"Aydin","Aydin",8,29.35,38.6,8.6273,9.580428,6.4421,29.35,29.35,0,6.553932
"Aydin","Aydin",7,27.85,38,6.6943,7.433874,6.1763,27.85,27.85,0,6.285258
"Aydin","Aydin",6,27.65,37.7,1.7645,1.959439,4.8906,27.65,27.65,.01,4.984788
"Aydin","Aydin",7,28.75,38.95,2.7381,3.0406,5.2935,28.75,28.75,0,5.392592
"Aydin","Aydin",7,28.35,37.9,13.086,14.53172,6.8935,28.35,28.35,0,7.009923
"Aydin","Aydin",6.5,29.1,37.75,2.9123,3.234046,5.3517,29.1,29.1,0,5.451468
"Aydin","Aydin",6.5,28.25,37.95,6.5114,7.230767,6.1476,28.25,28.25,0,6.25633
"Aydin","Aydin",7.5,28,39,4.898,5.439122,5.8582,28,28,0,5.963696
"Aydin","Aydin",8,28.6,36.7,9.9465,11.04537,6.5942,28.6,28.6,0,6.707609
"Aydin","Aydin",6,27.85,36.5,.6776,.75246,4.0835,27.85,27.85,0,4.16712
"Aydin","Aydin",6,28.15,38.85,.70892,.7872401,4.1194,28.15,28.15,.01,4.203548
"Aydin","Aydin",7.5,28.4,37.6,34.039,37.79956,7.9986,28.4,28.4,.01,8.125545
"Aydin","Aydin",8,28.4,37.4,23.223,25.78863,7.545,28.4,28.4,.01,7.667739
"Aydin","Aydin",8,27.95,38.35,12.285,13.64222,6.8238,27.95,27.95,0,6.93961
"Aydin","Aydin",6.5,29.55,38.4,1.4928,1.657722,4.7426,29.55,29.55,.01,4.834954
"Aydin","Aydin",7.5,29.8,37.75,5.4439,6.045332,5.9646,29.8,29.8,.01,6.0713
"Aydin","Aydin",7,27.95,36.65,3.3282,3.695893,5.479,27.95,27.95,0,5.580267
"Aydin","Aydin",7.5,28,37.65,18.375,20.40504,7.2748,28,28,0,7.395011
"Aydin","Aydin",6.5,28,37.85,6.0301,6.696294,6.0687,28,28,0,6.176563
"Aydin","Aydin",6.5,28.05,36.45,1.4602,1.62152,4.7232,28.05,28.05,.01,4.81539
"Aydin","Aydin",6,27.9,36.55,.71644,.7955909,4.1278,27.9,27.9,.01,4.212086
"Aydin","Aydin",8,28.6,39,8.1384,9.037515,6.3804,28.6,28.6,0,6.491542
"Aydin","Aydin",6.5,29.55,38.35,1.5297,1.698698,4.764,29.55,29.55,.01,4.85665
"Aydin","Aydin",7.5,26.8,37.5,5.3326,5.921736,5.9437,26.8,26.8,.01,6.050172
"Aydin","Aydin",7.5,28.1,37.75,22.925,25.45771,7.5299,28.1,28.1,0,7.652545
