location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Amasya","Amasya",7,36,41,8.5547,9.499807,6.4332,36,36,0,6.544872
"Amasya","Amasya",8,34.8,41.2,10.274,11.40905,6.6291,34.8,34.8,.01,6.742897
"Amasya","Amasya",7.5,35.7,40,8.6222,9.574764,6.4415,35.7,35.7,0,6.553298
"Amasya","Amasya",6.5,34.8,41.2,1.9073,2.118015,4.9604,34.8,34.8,.01,5.055528
"Amasya","Amasya",6.5,37.4,40.05,1.3555,1.505253,4.6585,37.4,37.4,0,4.749843
"Amasya","Amasya",7.5,34.8,40.95,7.1369,7.925371,6.2427,34.8,34.8,.01,6.352424
"Amasya","Amasya",7.5,34.8,40.85,7.3433,8.154573,6.2725,34.8,34.8,.01,6.382473
"Amasya","Amasya",7,34.8,40.85,4.2676,4.739077,5.7212,34.8,34.8,.01,5.82517
"Amasya","Amasya",6,34.8,40.85,1.0882,1.208422,4.4709,34.8,34.8,.01,4.559753
"Amasya","Amasya",6,35,40.35,1.2746,1.415415,4.6054,35,35,0,4.696072
"Amasya","Amasya",8,34.8,40.8,11.609,12.89154,6.7619,34.8,34.8,.01,6.876963
"Amasya","Amasya",7.5,34.8,40.8,7.42,8.239748,6.2833,34.8,34.8,.01,6.393446
"Amasya","Amasya",7.5,34.8,40.7,7.5088,8.338358,6.2957,34.8,34.8,.01,6.406024
"Amasya","Amasya",7,34.8,40.7,4.3775,4.861118,5.7463,34.8,34.8,.01,5.850583
"Amasya","Amasya",6.5,34.8,40.7,2.3238,2.580529,5.1406,34.8,34.8,.01,5.237942
"Amasya","Amasya",7.5,34.6,40.25,6.1042,6.77858,6.0812,34.6,34.6,.01,6.189208
"Amasya","Amasya",7.5,34.8,40.5,7.4045,8.222535,6.2811,34.8,34.8,.01,6.391237
